Sector	SS	Hex	Name	UWP	Bases	Remarks	Zone	PBG	Allegiance	Stars	{Ix}	(Ex)	[Cx]	Nobility	W	RU
????	?	????	????	E44855A-7		Ni Ag Co Co		832	Im	M1 V BD	{ -2 }	(C40-3)	[5376]	BC	11	-144
????	?	????	????	A8B7835-D		Fl Ph Co		206	Im	G3 V DM	{ +2 }	(A7D+5)	[5A9C]	Be	16	4550
????	?	????	????	A7B5587-E		Fl Ni Px Co		116	Im	A6 V DM	{ +1 }	(G44-1)	[364C]	B	15	-256
????	?	????	????	A7A6100-F		Fl Lo Fr Fa		33A	Im	M0 V BD	{ +1 }	(K01-5)	[125E]	B	26	-95
????	?	????	????	B9B7230-A		Fl Lo		914	Im	K7 V	{ +1 }	(H11+1)	[2379]	B	18	17
????	?	????	????	C511200-8		Ic Lo Fa		135	Im	F6 V	{ -2 }	(F11-1)	[1157]	B	14	-15
????	?	????	????	E779351-5		Lo Ho		210	Im	K1 V M3 VI BD	{ -3 }	(921+4)	[4139]	B	10	72
????	?	????	????	A483646-C		Ni Ri Co		836	Im	F3 V	{ +2 }	(H53-1)	[7879]	BC	13	-255
????	?	????	????	C310300-9		Lo Ho		433	Im	F4 V M7 VI M0 VI K2 VI M5 VI	{ -1 }	(921+4)	[226D]	B	13	72
????	?	????	????	D775222-7		Lo Ho Tr		208	Im	K3 V	{ -3 }	(611+4)	[3149]	B	18	24
????	?	????	????	X2538A9-2		Ph Po Fa	R	208	Im	F2 V	{ -2 }	(277-2)	[6651]	Be	13	-196
????	?	????	????	D8A7321-6	S	Fl Lo Co Fa		403	Im	K8 V	{ -3 }	(821-1)	[3139]	B	7	-16
????	?	????	????	B5249EF-C		Hi In	R	301	Im	M3 VI	{ +3 }	(48D-1)	[7C4C]	BE	11	-416
????	?	????	????	D9A8112-7	S	Fl Lo		109	Im	K8 V	{ -3 }	(B01-4)	[115A]	B	19	-44
????	?	????	????	E2109CA-A		Hi Na In	R	906	Im	K2 V	{ +1 }	(B86+0)	[8A2A]	BE	17	528
????	?	????	????	A673774-B	NS	Pi		108	Im	A6 V	{ +3 }	(C69+0)	[9A4D]	BD	19	648
????	?	????	????	E459978-8		Hi Ho		424	Im	G7 V K7 VI	{ -1 }	(G86+0)	[7869]	BE	16	768
????	?	????	????	B779320-C	NS	Lo		424	Im	G0 III	{ +2 }	(B21+3)	[451A]	B	10	66
????	?	????	????	B689336-A	NS	Lo		937	Im	K1 IV M8 V	{ +2 }	(J21+1)	[555C]	B	18	36
????	?	????	????	X333301-4		Lo Po	R	80A	Im	A8 V K4 VI	{ -3 }	(321+2)	[1192]	B	18	12
????	?	????	????	B659410-7		Ni Co		223	Im	F7 V	{ -1 }	(935-1)	[1314]	B	10	-135
????	?	????	????	C530203-B	S	De Lo Po Co		610	Im	F3 V	{ +0 }	(A11-1)	[225B]	B	9	-10
????	?	????	????	A610453-C		Ni Ho		614	Im	F2 III	{ +1 }	(E37+3)	[756B]	B	17	882
????	?	????	????	E000776-8		As Va Na Pi		820	Im	F8 V	{ -2 }	(764+2)	[656A]	BD	11	336
????	?	????	????	E0006BE-6		As Va Ni Na Co	R	405	Im	M8 V BD M6 VI	{ -3 }	(551+1)	[2351]	B	13	25
????	?	????	????	C4517A9-7	S	Po		533	Im	M3 II BD BD	{ -1 }	(762+5)	[566A]	B	16	420
????	?	????	????	A4107A8-D		Na Pi		306	Im	F1 V	{ +2 }	(F67+1)	[9949]	BD	14	630
????	?	????	????	E454356-9		Lo		625	Im	K4 IV	{ -2 }	(G21-3)	[613B]	B	18	-96
????	?	????	????	A743667-7	N	Ni Po		505	Im	G4 V	{ -1 }	(853-3)	[653C]	B	15	-360
????	?	????	????	D743754-3	S	Pi Po Ho Tr Fa		307	Im	K2 V	{ -2 }	(566-1)	[7554]	BD	13	-180
????	?	????	????	D446536-5		Ni Ag Ho		327	Im	F6 V	{ -2 }	(942+2)	[6384]	BC	16	144
????	?	????	????	E500300-9		Va Lo Co		722	Im	K8 VI M1 VI	{ -2 }	(F21+2)	[1136]	B	11	60
????	?	????	????	A444878-C		Ph Pa Pi		324	Im	A2 Ib M0 V	{ +2 }	(E7B-2)	[AA2E]	BcDe	12	-2156
????	?	????	????	E751732-2		Po		102	Im	F3 V K0 VI	{ -2 }	(664+0)	[3561]	B	10	144
????	?	????	????	XDD958C-5		Ni	R	937	Im	K4 V	{ -3 }	(540+0)	[8285]	B	15	20
????	?	????	????	C7A1555-9	S	Fl He Ni Co Fa		606	Im	M9 V BD	{ -1 }	(A40-2)	[8448]	B	10	-80
????	?	????	????	B8BA261-9	NS	Fl Wa Lo Ho		731	Im	G9 IV K9 V	{ +1 }	(F11+0)	[337B]	B	11	15
????	?	????	????	C331487-A	S	Ni Px Po		10A	Im	DA K5 VI	{ +0 }	(K31-1)	[144F]	B	20	-57
????	?	????	????	C655403-A		Ga Ni Pa		319	Im	M8 VI	{ +0 }	(K32+2)	[445C]	Bc	18	228
????	?	????	????	B569610-6		Ni Ri Co		205	Im	M3 II BD	{ +0 }	(856-1)	[4633]	BC	14	-240
????	?	????	????	X150105-6		De Lo Po Co	R	604	Im	F6 V DK G8 VI M1 V	{ -3 }	(701+1)	[3159]	B	17	7
????	?	????	????	B7B9221-8		Fl Lo Ho		707	Im	B7 III	{ -1 }	(G11+0)	[1158]	B	17	16
????	?	????	????	B400326-9		Va Lo Co		104	Im	K6 III M1 V	{ +0 }	(B21+0)	[8348]	B	14	22
????	?	????	????	A200376-E		Va Lo		935	Im	K1 V M2 VI BD	{ +1 }	(H21+1)	[243H]	B	15	34
????	?	????	????	B668102-7		Lo		805	Im	M4 III BD BD	{ -1 }	(601-3)	[2158]	B	11	-18
????	?	????	????	C210136-6	S	Lo Fa		724	Im	A6 II K4 V K5 V	{ -2 }	(901+3)	[5116]	B	12	27
????	?	????	????	A944440-D	NS	Ni Pa		535	Im	A5 V	{ +2 }	(G36+5)	[366E]	Bc	13	1440
????	?	????	????	E58A474-8		Wa Ni		709	Im	F9 IV	{ -3 }	(C30+0)	[1117]	B	17	36
????	?	????	????	C331355-B		Lo Po Ho		536	Im	F3 V	{ +0 }	(H21+1)	[3359]	B	18	34
????	?	????	????	B447846-7	NS	Ph Pa Pi Ho		235	Im	K5 V	{ +1 }	(B77-2)	[4975]	BcDe	15	-1078
????	?	????	????	A641866-8		He Ph Pi Po		705	Im	G7 V	{ +0 }	(C76+0)	[98A6]	BDe	15	504
????	?	????	????	E553444-2		Ni Po Co		302	Im	M0 V	{ -3 }	(932-2)	[4173]	B	6	-108
????	?	????	????	B753225-6	NS	Lo Po Co Tu		124	Im	M4 II	{ +0 }	(511-1)	[1292]	B	16	-5
????	?	????	????	B583BBC-B	NS	Hi	R	210	Im	G0 V	{ +4 }	(BAF-2)	[BF37]	BEf	5	-3300
????	?	????	????	CCF8220-5	S	Lo Ho Fa		122	Im	K7 V	{ -2 }	(411-1)	[5165]	B	10	-4
????	?	????	????	D100EDH-9	S	Va Hi Na In	R	216	Im	M5 V BD BD	{ +0 }	(HD9-4)	[AE2E]	BE	17	-7956
????	?	????	????	E832514-4		Ni Po Co		719	Im	G0 V	{ -3 }	(540+5)	[4264]	B	18	100
????	?	????	????	C433655-6		Ni Na Po		631	Im	K0 V BD BD	{ -2 }	(551+2)	[3464]	B	9	50
????	?	????	????	E649478-4		Ni		809	Im	F8 V G5 V K3 V	{ -3 }	(531+0)	[1139]	B	15	15
????	?	????	????	B98A220-D		Wa Lo		912	Im	B8 Ib G0 VI F1 V K2 V	{ +1 }	(B11+1)	[133B]	B	11	11
????	?	????	????	B000555-A		As Va Ni		208	Im	K2 V	{ +1 }	(K43+1)	[366A]	B	13	228
????	?	????	????	C374669-6		Ni Ag		405	Im	G9 III M9 V	{ -1 }	(555-3)	[75A9]	BC	14	-375
????	?	????	????	C410101-9		Lo Co		721	Im	K6 VI BD	{ -1 }	(C01-3)	[517D]	B	14	-36
????	?	????	????	D87A730-6	S	Wa Pi		832	Im	K6 II	{ -2 }	(B67+1)	[95A4]	BD	9	462
????	?	????	????	A557735-C		Ag Co		426	Im	M6 V	{ +3 }	(E6A-1)	[6A3D]	BC	13	-840
????	?	????	????	B9DA358-B	NS	Lo		305	Im	K6 V BD	{ +2 }	(C21+0)	[154G]	B	11	24
????	?	????	????	B832644-8		Ni Na Po Co		505	Im	F7 V M9 VI	{ -1 }	(B53-1)	[4554]	B	12	-165
????	?	????	????	E487100-5		Lo		615	Im	G3 VI	{ -3 }	(C01-4)	[3174]	B	15	-48
????	?	????	????	E400772-8		Va Na Pi		205	Im	M9 V	{ -2 }	(D65+1)	[5537]	BD	10	390
????	?	????	????	A5699BC-F	N	Hi Pr Ri	R	939	Im	M5 II	{ +4 }	(L8D-2)	[9D1H]	BcCEf	19	-4160
????	?	????	????	E837668-6		Ni Ho		207	Im	G4 IV BD M4 VI BD	{ -3 }	(653+0)	[9366]	B	20	90
????	?	????	????	C456897-5		Ph Pa		701	Im	K0 V	{ -1 }	(578+1)	[8711]	Bce	10	280
????	?	????	????	B000753-9		As Va Na Pi Co		401	Im	K0 V	{ +1 }	(56C+0)	[781A]	BD	14	360
????	?	????	????	CFEA8CC-7	S	Ph Ho	R	525	Im	K4 V	{ -1 }	(877-1)	[A74A]	Be	18	-392
????	?	????	????	B510254-9		Lo		617	Im	G4 V	{ +0 }	(D11+0)	[122A]	B	17	13
????	?	????	????	B58A9AE-9		Wa Hi Pr Ri Co	R	617	Im	M7 III	{ +3 }	(K85+3)	[AC6D]	BcCE	14	2280
????	?	????	????	C300232-7	S	Va Lo		501	Im	DG BD K2 VI K0 VI	{ -2 }	(911-3)	[11A7]	B	11	-27
????	?	????	????	D643436-4	S	Ni Po Co		110	Im	G8 V	{ -3 }	(530+2)	[3141]	B	9	30
????	?	????	????	C000020-8	S	As Va Di Co		007	Im	K4 V	{ -2 }	(D05-2)	[0000]	B	17	-130
????	?	????	????	C221663-6		Ni Na Po Ho		232	Im	F8 V M2 VI M4 VI	{ -2 }	(352+0)	[2424]	B	8	30
????	?	????	????	C554303-6		Lo		722	Im	M4 V BD	{ -2 }	(821+3)	[7146]	B	13	48
????	?	????	????	A545587-A		Ni Ag		105	Im	A3 V G9 VI K4 VI	{ +2 }	(848-1)	[672C]	BC	12	-256
????	?	????	????	B8CA541-B		Fl Wa Ni Ho		725	Im	K5 V M7 VI	{ +1 }	(C47+3)	[4679]	B	16	1008
????	?	????	????	C000266-B		As Va Lo		702	Im	F5 V	{ +0 }	(A11-1)	[129C]	B	9	-10
????	?	????	????	E889553-7		Ni Pr Co Co		408	Im	K3 V M0 VI	{ -3 }	(941+5)	[8286]	Bc	18	180
????	?	????	????	B426414-8		Ni		405	Im	K4 V	{ -1 }	(C30+2)	[432B]	B	16	72
????	?	????	????	C448254-B		Lo Co		705	Im	G3 III	{ +0 }	(D11+1)	[521B]	B	12	13
????	?	????	????	D400589-6	S	Va Ni Co		417	Im	M7 III	{ -3 }	(740+0)	[A224]	B	11	28
????	?	????	????	B37A303-C		Wa Lo Co		82A	Im	A8 V	{ +1 }	(H21+3)	[149D]	B	17	102
????	?	????	????	A430783-A	NS	De Na Po Ho		718	Im	K0 V	{ +3 }	(C6B+2)	[8A77]	B	18	1584
????	?	????	????	C5977BA-4		Ag Pi	A	104	Im	K5 V DM M5 V	{ +0 }	(A6A+2)	[8756]	BCD	11	1200
????	?	????	????	B6BA477-E		Fl Wa Ni		233	Im	K8 V	{ +1 }	(H32+1)	[559D]	B	14	102
????	?	????	????	B59A576-A		Wa Ni		807	Im	F6 VI	{ +1 }	(G47-4)	[667A]	B	12	-1792
????	?	????	????	C479557-9	S	Ni Co		210	Im	K2 V	{ -1 }	(741-2)	[34AB]	B	10	-56
????	?	????	????	E000766-5		As Va Na Pi Co		13A	Im	G7 V	{ -2 }	(766+3)	[8567]	BD	20	756
????	?	????	????	E675440-6		Ni Pa Co Tu		718	Im	M5 II	{ -3 }	(730-1)	[3186]	Bc	19	-21
????	?	????	????	A445324-C	N	Lo		725	Im	A4 V DG	{ +1 }	(E21+2)	[445D]	B	17	56
????	?	????	????	C200664-A		Va Ni Na		902	Im	A9 V G7 VI	{ +0 }	(A56+4)	[567B]	B	11	1200
????	?	????	????	B369553-9		Ni Pr		804	Im	G5 V M3 V DK M5 V M6 V M1 V K5 VI	{ +0 }	(945-3)	[853B]	Bc	13	-540
????	?	????	????	B531555-8		Ni Po Co		302	Im	F0 V K2 VI	{ -1 }	(441+1)	[A455]	B	8	16
????	?	????	????	B8569CE-7	NS	Ga Hi	R	626	Im	F5 V	{ +2 }	(884-3)	[BB77]	BE	13	-768
????	?	????	????	E100764-6		Va Na Pi		909	Im	F6 V	{ -2 }	(C61-3)	[6546]	BD	18	-216
????	?	????	????	B241689-8	NS	Ni Po Ho		709	Im	F5 V DM K2 VI	{ +0 }	(G53-1)	[86AC]	B	18	-240
????	?	????	????	C620000-8		De He Di Po		004	Im	A4 II K6 V	{ -2 }	(A08+2)	[0000]	B	10	160
????	?	????	????	A11077B-F		Na Pi		909	Im	M5 II BD	{ +2 }	(J6B-5)	[A93B]	BD	14	-5940
????	?	????	????	D648885-4	S	Ph Pa Pi Co		306	Im	F7 V BD DK	{ -2 }	(674-5)	[8668]	BcDe	17	-840
????	?	????	????	E486778-3		Ag Ri Co		618	Im	G6 V M8 VI BD	{ +0 }	(864-2)	[8763]	BC	18	-384
????	?	????	????	B441400-8		He Ni Po		706	Im	F8 V	{ -1 }	(D34-5)	[9375]	B	17	-780
????	?	????	????	B110342-C	NS	Lo		323	Im	M5 V	{ +2 }	(921-3)	[1589]	B	10	-54
????	?	????	????	C547511-4		Ni Ag Ho Fa		334	Im	K3 V	{ -1 }	(642+1)	[6465]	BC	16	48
????	?	????	????	C430435-6		De Ni Po Co		604	Im	M6 V BD	{ -2 }	(631+0)	[3227]	B	16	18
????	?	????	????	E5456AA-2		Ni Ag Fa	A	921	Im	O2 V	{ -2 }	(850+1)	[5441]	BC	7	40
????	?	????	????	E355776-4		Ag Co		838	Im	K8 V M5 VI	{ -1 }	(362+1)	[8621]	BC	20	36
????	?	????	????	E521002-5		He Di Po Ho		004	Im	O9 V	{ -3 }	(403+1)	[0000]	B	12	12
????	?	????	????	A667479-9	N	Ga Ni Pa		529	Im	F6 V M0 V	{ +0 }	(G32+3)	[444C]	Bc	16	288
????	?	????	????	C664469-9	S	Ni Pa Co Tu		433	Im	G0 V M3 VI BD	{ -1 }	(931-2)	[136B]	Bc	16	-54
????	?	????	????	B210669-A		Ni Na Co		205	Im	F3 III K4 VI	{ +1 }	(953+2)	[7769]	B	13	270
????	?	????	????	C77A333-7		Wa Lo		102	Im	A3 V K4 VI G7 VI	{ -2 }	(721-2)	[1143]	B	9	-28
????	?	????	????	C400435-9	S	Va Ni		905	Im	O4 III G4 V	{ -1 }	(A33-3)	[232B]	B	13	-270
????	?	????	????	D666200-3		Ga Lo		408	Im	K1 V M4 VI DM	{ -3 }	(511+3)	[3141]	B	16	15
????	?	????	????	B300442-B		Va Ni Co		304	Im	G9 V M7 VI M2 VI	{ +1 }	(F34+1)	[1569]	B	13	180
????	?	????	????	C772775-6		He Pi Co		616	Im	M5 VI	{ -1 }	(861+1)	[3664]	BD	15	48
????	?	????	????	B779364-C		Lo Re		318	Im	K2 V	{ +1 }	(F21+2)	[343D]	B	17	60
????	?	????	????	B696457-C		Ni Pa		725	Im	F8 V	{ +1 }	(F32+2)	[1588]	Bc	13	180
????	?	????	????	C497488-8		Ni Pa Co		908	Im	G6 V BD	{ -2 }	(F30+3)	[5257]	Bc	16	135
????	?	????	????	C227494-9		Ni		407	Im	K1 V	{ -1 }	(C33-1)	[336B]	B	14	-108
????	?	????	????	A478758-C	NS	Ag Pi		805	Im	K6 V BD	{ +4 }	(D69-2)	[5B9A]	BCDf	15	-1404
????	?	????	????	D525640-3		Ni Co		729	Im	M6 V	{ -3 }	(851+3)	[6321]	B	18	120
????	?	????	????	A130300-E	N	De Lo Po		207	Im	M4 V BD BD BD	{ +1 }	(C21+2)	[141C]	B	15	48
????	?	????	????	A955877-9		Ph Pa Co		406	Im	DK BD	{ +1 }	(87B+0)	[4934]	Bce	19	616
????	?	????	????	B488543-9		Ni Ag Pr		538	Im	M2 V BD	{ +1 }	(M47+3)	[462A]	BcC	21	1764
????	?	????	????	E698747-5		Ag Pi		926	Im	K6 V BD	{ -1 }	(C68+0)	[8656]	BCD	13	576
????	?	????	????	A257162-C		Lo Co		107	Im	F8 II M5 III	{ +1 }	(G01+2)	[1259]	B	11	32
????	?	????	????	B346002-8		Di		004	Im	K1 V DM	{ -1 }	(C06+0)	[0000]	B	11	72
????	?	????	????	C556337-9	S	Lo		501	Im	G2 VI M0 VI	{ -1 }	(A21+0)	[125B]	B	12	20
????	?	????	????	B300877-8	NS	Va Ph Na Pi Co Fa		209	Im	F0 V M9 VI BD	{ +1 }	(E7C-2)	[7976]	BDe	12	-2352
????	?	????	????	D647523-7	S	Ni Ag		802	Im	F0 V K6 VI	{ -2 }	(A44+2)	[3365]	BC	10	320
????	?	????	????	C000200-C		As Va Lo		937	Im	F5 III	{ +0 }	(M11+3)	[323D]	B	21	63
????	?	????	????	X730542-4		De Ni Po	R	504	Im	G5 V M6 V	{ -3 }	(440-1)	[5213]	B	15	-16
????	?	????	????	A435564-C		Ni Ho Co		831	Im	DK BD	{ +1 }	(B45+4)	[56AA]	B	11	880
????	?	????	????	B4538DF-4	NS	Ph Po Co	R	421	Im	K5 V BD	{ +1 }	(677-2)	[4974]	Be	10	-588
????	?	????	????	D78A799-8		Wa Ri		103	Im	A3 Ia	{ -1 }	(B66-3)	[9699]	BC	12	-1188
????	?	????	????	E533732-5		Na Po Ho Fa		607	Im	K9 V M0 V M5 VI BD	{ -2 }	(664+1)	[9586]	B	16	144
????	?	????	????	C320789-8		De He Na Pi Po		103	Im	A4 V	{ -1 }	(763+3)	[5689]	BD	16	378
????	?	????	????	E7549B9-3		Hi Co Tu	A	808	Im	M1 V BD	{ -1 }	(C88-1)	[9852]	BE	19	-768
????	?	????	????	A785630-7		Ga Ni Ag Ri		533	Im	M2 V BD	{ +1 }	(655+1)	[6713]	BC	15	150
????	?	????	????	A444896-8		Ph Pa Pi Co		737	Im	K7 V	{ +0 }	(L78+1)	[78A8]	BcDe	17	1120
????	?	????	????	D455123-6		Lo Ho		927	Im	K0 V	{ -3 }	(501+2)	[1181]	B	18	10
????	?	????	????	C9B7102-A		Fl Lo		814	Im	K2 III BD	{ +0 }	(701-1)	[418C]	B	10	-7
????	?	????	????	C7A5633-4		Fl Ni		922	Im	K2 II	{ -2 }	(652+3)	[3435]	B	12	180
????	?	????	????	B756410-9	NS	Ga Ni Pa Co		109	Im	F9 V	{ +1 }	(F34+1)	[1538]	Bc	18	180
????	?	????	????	CFFA100-A	S	Lo		134	Im	F4 III	{ +0 }	(F01+2)	[218E]	B	12	30
????	?	????	????	D150956-6	S	De Hi Po Ho		833	Im	F1 V	{ -1 }	(B84-4)	[B887]	BE	15	-1408
????	?	????	????	B401340-8	NS	Ic Va Lo Co		606	Im	F0 V	{ +0 }	(D21+1)	[1327]	B	16	26
????	?	????	????	C433033-A		Di Po		037	Im	M1 V	{ +0 }	(E0A-1)	[0000]	B	20	-140
????	?	????	????	D537664-5		Ni		709	Im	G3 V BD	{ -3 }	(353+3)	[3369]	B	20	135
????	?	????	????	A438876-E	NS	Ph		528	Im	A7 II	{ +3 }	(J7E-5)	[3B9F]	Be	16	-8820
????	?	????	????	C789457-9		Ni		105	Im	K0 II	{ -1 }	(D33-3)	[1347]	B	13	-351
????	?	????	????	C797984-9		Hi In		504	Im	K6 V	{ +1 }	(D8C+2)	[5A47]	BE	11	2496
????	?	????	????	C430647-5	S	De Ni Na Po Fa		725	Im	DK	{ -2 }	(953-2)	[9465]	B	17	-270
????	?	????	????	A775515-C		Ni Ag		821	Im	M5 V	{ +2 }	(843+2)	[277E]	BC	12	192
????	?	????	????	E668799-1		Ag Ri Ho		813	Im	F5 V	{ +0 }	(669+2)	[8712]	BC	11	648
Fore	A	0302	Haunte	A557234-9		Lo		338	NaHu	DK BD	{ +0 }	(K11-2)	[425D]		17	-38
Fore	F	1212	Haunte	C4407BE-7	S	De He Pi Po Co	R	606	haha	G0 V DM	{ -1 }	(566-1)	[A61A]		16	-180
Folg	N	1534	Yanser	E851A74-5		Po	
Fore	F	1213	Uritifanh	B310544-B		De Ni	
Fore	F	0918	Resntworth	D500753-8		Va Na De	
Gate	A	0302	Hunteryour	B7A3203-9	N	Ni	
	N	0934		E2109BE-5		Na De In	
		0101		000000-0			
kajs	A	0101	adjflk	C621677-7		Na Po Ni	
jjaf	B	0909	Poerter	B665363-B	N	Ni	
ghgh	A	0101	Tyrueoon	C877123-5	S	Ni	
Iuiu	A	0101	Poeoiwj	B000001-D	S	As Ni	
Ouoi	A	0302	&6876234876	B9B4257-D	NS	Ni	
jank	A	0203	Tyeowbij	A333973-D		Na Po	
Yuea	A	0302	Jmpback	A789ACF-F			
Hans	A	0405	Resterant	D8B7400-9		Fl Ni Ho		400	Im	F6 VI M9 VI	{ -2 }	(831+5)	[623B]	B	6	120
